5000	107
5000	259
5000	348
5000	657
5000	746
5000	839
5000	912
5000	918
5000	1224
5000	1361
5000	1413
5000	1717
5000	1729
5000	1854
5000	1945
5000	2315
5000	2454
5000	2473
5000	2485
5000	2637
5000	2654
5000	2820
5000	2908
5000	3899
5000	4203
5000	4392
5000	4397
5000	4496
5000	4499
5000	4520
5000	4550
5000	4601
5000	4697
5000	4698
5000	4880
5000	4956
5000	5382
5000	5395
5000	5409
5000	5420
5000	5426
5000	5437
5000	5505
5000	5608
5000	5635
5000	5981
5000	6011
5000	6125
5000	6190
5000	6402
5000	6405
5000	6496
5000	6602
5000	6653
5000	6748
5000	6925
5000	7033
5000	7123
5000	7222
5000	7238
5000	7273
5000	7416
5000	7759
5000	7876
5000	8023
5000	8024
5000	8355
5000	8420
5000	8566
5000	8753
5000	8815
5000	8940
5000	8941
5000	9143
5000	9506
5000	9508
5000	9689
5000	9817
5000	9878
5000	9946
5000	9973
5000	9993
5000	10230
5000	10434
5000	10557
5000	10934
5000	10959
5000	10993
5000	11107
5000	11241
5000	11329
5000	11447
5000	11594
5000	11609
5000	11829
5000	11835
5000	12311
5000	12398
5001	569
5001	678
5001	705
5001	730
5001	800
5001	857
5001	1040
5001	1136
5001	1213
5001	1218
5001	1233
5001	1435
5001	1450
5001	1460
5001	1487
5001	1633
5001	1656
5001	1657
5001	1675
5001	1942
5001	2885
5001	2917
5001	2919
5001	2952
5001	3271
5001	3296
5001	3318
5001	3420
5001	3514
5001	4005
5001	4307
5001	4355
5001	4829
5001	4835
5001	5428
5001	5856
5001	6085
5001	6171
5001	6226
5001	6370
5001	6531
5001	6993
5001	7155
5001	7162
5001	7363
5001	7466
5001	7964
5001	8053
5001	8227
5001	8393
5001	9384
5001	9435
5001	9632
5001	9641
5001	9747
5001	9849
5001	10036
5001	10061
5001	10389
5001	10419
5001	10520
5001	10530
5001	10654
5001	10655
5001	11049
5001	11146
5001	11375
5001	11481
5001	11536
5001	11799
5001	11822
5001	11970
5001	12266
5001	12297
5001	12332
5001	12456
5002	1488
5002	1592
5002	1639
5002	1826
5002	1895
5002	1992
5002	2296
5002	2648
5002	3515
5002	3940
5002	3999
5002	4177
5002	4555
5002	4796
5002	4852
5002	4995
5002	5088
5002	5167
5002	5392
5002	6684
5002	6692
5002	6760
5002	6793
5002	6834
5002	7124
5002	7641
5002	7791
5002	7832
5002	8226
5002	8269
5002	8324
5002	9569
5002	9694
5002	9897
5002	10027
5002	10803
5002	10840
5002	11122
5002	11741
5002	11779
5003	367
5003	706
5003	1243
5003	1352
5003	1442
5003	1622
5003	1728
5003	2172
5003	2766
5003	3301
5003	3910
5003	4085
5003	4153
5003	4532
5003	4731
5003	4936
5003	5152
5003	5193
5003	5620
5003	5838
5003	6129
5003	6180
5003	6213
5003	6251
5003	6283
5003	6369
5003	6970
5003	7160
5003	7336
5003	7441
5003	7711
5003	9295
5003	9468
5003	9583
5003	9791
5003	9999
5003	10062
5003	10216
5003	10407
5003	10528
5003	11106
5003	11233
5003	12285
5004	37
5004	144
5004	375
5004	401
5004	402
5004	1072
5004	1474
5004	1650
5004	1784
5004	2256
5004	2424
5004	2522
5004	2567
5004	2636
5004	2810
5004	2942
5004	3179
5004	3320
5004	3358
5004	3400
5004	3558
5004	3613
5004	3713
5004	3766
5004	3767
5004	3915
5004	4002
5004	4106
5004	4171
5004	4488
5004	4502
5004	4620
5004	4700
5004	4706
5004	4769
5004	4964
5004	5358
5004	5379
5004	5404
5004	5489
5004	5493
5004	5893
5004	5896
5004	5961
5004	6453
5004	6959
5004	7170
5004	7209
5004	7564
5004	7579
5004	7813
5004	7980
5004	8078
5004	8474
5004	8644
5004	8734
5004	8949
5004	9175
5004	9238
5004	9444
5004	9491
5004	9695
5004	9885
5004	9887
5004	9890
5004	9925
5004	10248
5004	10819
5004	10951
5004	11114
5004	11182
5004	11185
5004	12001
5004	12029
5004	12115
5004	12141
5004	12261
5004	12357
5005	46
5005	770
5005	1126
5005	1579
5005	1600
5005	1616
5005	1778
5005	1837
5005	1926
5005	1997
5005	2147
5005	2151
5005	2227
5005	2624
5005	2713
5005	2754
5005	2860
5005	2921
5005	3119
5005	3223
5005	3415
5005	3556
5005	3758
5005	3783
5005	4198
5005	4308
5005	4346
5005	4370
5005	4374
5005	4378
5005	4458
5005	4512
5005	4926
5005	5637
5005	5846
5005	6037
5005	6064
5005	6425
5005	6613
5005	6703
5005	6714
5005	7042
5005	7090
5005	7267
5005	7292
5005	7378
5005	7524
5005	8019
5005	8248
5005	8600
5005	8633
5005	8805
5005	8862
5005	9152
5005	9503
5005	9577
5005	9590
5005	9692
5005	9736
5005	9876
5005	9957
5005	10032
5005	10159
5005	10451
5005	10489
5005	10826
5005	11332
5005	11477
5005	11488
5005	11859
5005	11864
5005	12197
5005	12241
5006	66
5006	173
5006	364
5006	534
5006	635
5006	894
5006	966
5006	1023
5006	1382
5006	1734
5006	1847
5006	2055
5006	2119
5006	2218
5006	2367
5006	2640
5006	2752
5006	2763
5006	2770
5006	3081
5006	3378
5006	3495
5006	3650
5006	3814
5006	4061
5006	4156
5006	4168
5006	4376
5006	4478
5006	4658
5006	4741
5006	4787
5006	4892
5006	4894
5006	4911
5006	4924
5006	4950
5006	4966
5006	5265
5006	5324
5006	5484
5006	5616
5006	5771
5006	5876
5006	6095
5006	6507
5006	6566
5006	6646
5006	6880
5006	7087
5006	7234
5006	7263
5006	7483
5006	7492
5006	7628
5006	7977
5006	8003
5006	8115
5006	8123
5006	8150
5006	8231
5006	8276
5006	8416
5006	9095
5006	9254
5006	9341
5006	9548
5006	9631
5006	9783
5006	10171
5006	10206
5006	10401
5006	10515
5006	10542
5006	10749
5006	10763
5006	10986
5006	11136
5006	11150
5006	11353
5006	11354
5006	11424
5006	11431
5006	11482
5006	11535
5006	11576
5006	11976
5006	12054
5006	12070
5006	12273
5006	12292
5006	12346
5007	100
5007	154
5007	276
5007	349
5007	936
5007	969
5007	1155
5007	1195
5007	1316
5007	1339
5007	1497
5007	1605
5007	1887
5007	2121
5007	2266
5007	2915
5007	3006
5007	3129
5007	3209
5007	3265
5007	3311
5007	3557
5007	3625
5007	3732
5007	3898
5007	3976
5007	4017
5007	4059
5007	4123
5007	4164
5007	4404
5007	4612
5007	4653
5007	4836
5007	4845
5007	5121
5007	5186
5007	5254
5007	5424
5007	5504
5007	5679
5007	5790
5007	5986
5007	6010
5007	6033
5007	6117
5007	6120
5007	6144
5007	6447
5007	6616
5007	6635
5007	6797
5007	6987
5007	7190
5007	7327
5007	7410
5007	7511
5007	7774
5007	7847
5007	7912
5007	8088
5007	8611
5007	8668
5007	8777
5007	9365
5007	9612
5007	9623
5007	9767
5007	9782
5007	9789
5007	10072
5007	10132
5007	10377
5007	10464
5007	10577
5007	10589
5007	10644
5007	10735
5007	10769
5007	10788
5007	10821
5007	11034
5007	11235
5007	11593
5007	12212
5007	12319
5007	12486
5008	19
5008	99
5008	224
5008	639
5008	735
5008	968
5008	1434
5008	1626
5008	1705
5008	1764
5008	1869
5008	1919
5008	2267
5008	2269
5008	2672
5008	2879
5008	2944
5008	3210
5008	3243
5008	3281
5008	3943
5008	4389
5008	4410
5008	4417
5008	4455
5008	4577
5008	4932
5008	5050
5008	5082
5008	5098
5008	5301
5008	5572
5008	5946
5008	5983
5008	6417
5008	6957
5008	7115
5008	7126
5008	7249
5008	7346
5008	7739
5008	7869
5008	8354
5008	8524
5008	8560
5008	8645
5008	8749
5008	8874
5008	8981
5008	9239
5008	9332
5008	10078
5008	10384
